id,name,type,distanceToArrival,gravity,earthMasses,radius,surfaceTemperature,surfacePressure,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt,updateTime,starId
053b366dd6,LHS 449 9,Class I gas giant,1265,1.0544963077867147,88.631523,58473.096,43,null,No atmosphere,null,2863.8299554586806,2.538431129918616,0.00163,0.485777,190.126782,0.8692209409953704,false,-0.115914,2020-09-08 01:16:29,f1934901a1
d6057f0e53,LHS 449 10,Class I gas giant,1827,0.5612260776462339,11.284605,28599.522,30,null,No atmosphere,null,4955.678350395601,3.658776776173526,0.00051,-1.602627,22.943394,0.6353856582638888,false,0.4794,2020-09-08 01:16:29,f1934901a1
571037a1f4,Gamma Leporis A 1,Water world,1572,1.3112195576490813,4.061811,11225.525,315,1877.439763138416,Thick Argon-rich,Not terraformable,1511.0352800952546,2.8104876934415484,0.124295,149.717911,59.978145,1.9411679522106482,false,0.516093,2020-09-07 11:57:50,9bec94d743
5820bf1c1d,G 14-6 A 1,Class I gas giant,836,2.978620295357328,406.527893,74511.296,143,null,No atmosphere,Not terraformable,63.82188587276621,0.00010120083992138667,0.137286,-9.493509,321.44004,1.3819825793055556,false,2.953907,2020-09-06 22:33:08,d37471a634
2b38282840,G 14-6 A 2,Icy body,845,0.708607848198236,1.234112,8417.029,87,2.272509869232667,Argon-rich,Not terraformable,63.82188587276621,0.033338312146788465,0.137286,-9.493509,141.440046,63.9186807036574,false,0.287861,2020-09-08 08:25:09,d37471a634
f0874ee556,G 14-6 A 3,Class II gas giant,1094,4.462545931201828,652.184753,77104.28,176,null,No atmosphere,Not terraformable,136.78801004533565,0.00044315935906542284,0.050041,7.859449,339.995335,1.692530337662037,false,0.380758,2020-09-06 22:33:08,d37471a634
0d59d152c2,G 14-6 A 4,Class I gas giant,1094,0.3353577163310669,4.466007,23275.02,84,null,No atmosphere,Not terraformable,136.78801004533565,0.06471200014569727,0.050041,7.859449,159.995341,137.25559356887732,false,-0.405528,2020-09-06 22:33:08,d37471a634
94a4a0dd63,G 14-6 A 5,Class I gas giant,1432,3.199794621105275,441.907898,74953.056,129,null,No atmosphere,Not terraformable,2450.770388046875,2.8621007912078524,0.002981,0.076407,261.405796,0.5479011787615741,false,-0.5184,2020-09-06 22:33:08,d37471a634
7c2675d8e0,G 14-6 A 6,Class I gas giant,2026,1.420658131675032,113.715973,57062.456,70,null,No atmosphere,Not terraformable,4142.705558074885,4.061369887673742,0.000306,0.015955,53.407008,0.7211364384490742,false,2.493082,2020-09-07 13:43:04,d37471a634
40a885d0ca,G 14-6 A 7,Icy body,2741,1.7149879300046,11.056809,16194.55,48,1.4622370774734765,Helium,Not terraformable,6515.5352155368055,5.492666235623433,0.000203,-0.000514,113.571709,1.0831195156481481,false,-0.267989,2020-09-06 22:33:08,d37471a634
ec922cb5db,G 14-6 B 1,Rocky Ice world,91870,0.4766707828002921,0.254665,4661.867,185,165.37315568714533,Thick Argon-rich,Not terraformable,130.6366865281713,0.3447751854887063,0.000233,-0.001583,272.551486,130.63820873774307,true,-0.270352,2020-09-06 22:33:08,1595f994bd
a6f26aea3d,G 14-6 B 2,Rocky Ice world,91749,0.3711137570684096,0.145732,3996.7635,139,3.1185189982728843,Argon-rich,Not terraformable,48.682351631145835,0.0016605735788831652,0.061407,-0.140937,224.478986,62.25069409978009,true,-0.400479,2020-09-06 22:33:08,1595f994bd
bdbe170cfd,G 14-6 B 3,Icy body,91748,0.4197689461803904,0.229462,4715.576,140,5.515429311621022,Thick Argon-rich,Not terraformable,48.682351631145835,0.0010546360087298355,0.061407,-0.140937,44.478991,-78.11274453957176,false,-2.277867,2020-09-06 22:33:08,1595f994bd
d31072aaf0,G 14-6 B 4,Icy body,91699,0.2949949895232083,0.113291,3952.5275,116,0.06250935842092278,Thin Argon,Not terraformable,311.5565481561227,0.6154373549982554,0.000299,-0.000467,220.874285,2.7129950768055555,false,-0.137439,2020-09-06 22:33:08,1595f994bd
d0999667c4,G 14-6 B 5,Icy body,91801,0.3393007496862555,0.162577,4414.908,105,4.4760384283246974,Nitrogen,Not terraformable,478.1312412685764,0.8188241670197783,0.000369,0.016318,141.421379,1.7600863849652777,false,3.009112,2020-09-06 22:33:08,1595f994bd
1438ad41dc,G 14-6 B 6,Icy body,92393,0.5188125676002938,0.518027,6373.1695,126,956.95940784604,Thick Nitrogen,Not terraformable,679.5790460374653,1.0351085160557034,0.000631,0.380333,313.785536,1.5781547621875,false,-0.340061,2020-09-06 22:33:08,1595f994bd
e93b2c97c6,G 14-6 B 7,Icy body,92369,0.3096562133355046,0.12954,4125.21475,152,7.641790648902048,Thick Methane,Not terraformable,1757.4071470233794,1.95017758522194,0.001029,-0.097219,202.161011,0.5302121555787037,false,0.305083,2020-09-06 22:33:08,1595f994bd
7acb885f6f,G 14-6 B 8,Icy body,92982,0.39702616317012246,0.251451,5075.7665,60,0.003676331033802122,Thin Neon-rich,Not terraformable,2593.8542352782406,2.52807336065546,0.000012,0.082326,185.987263,0.996820169699074,false,-2.615914,2020-09-06 22:33:08,1595f994bd
aa691dab44,G 14-6 B 9,Icy body,92385,0.33616618778694796,0.162334,4432.1275,53,0.000383619363434493,No atmosphere,Not terraformable,3925.8785545826386,3.332604839625769,0.004619,1.923656,237.615974,1.0436044659722223,false,-0.231707,2020-09-06 22:33:08,1595f994bd
8ee92f8ed1,LHS 1827 A 1,Icy body,1525,1.4977714696261892,5.704155,12446.791,58,0.9984112848556626,Helium,Not terraformable,1583.6659542939815,1.9567405245450464,0.563861,80.56844,235.613932,1.8189345228125,false,-0.48438,2020-09-08 09:50:04,0905252626
c6f755903e,LHS 1827 B 1,Icy body,21484,0.4067191267531287,0.272076,5216.5375,29,0.0014417261386627188,Thin Neon,Not terraformable,333.7404932136921,0.3737206688119994,0.00137,-0.010158,124.797559,2.5735975011805556,false,-0.433197,2020-09-08 09:52:21,969e0e856a
057c90ea0d,LHS 1827 B 2,Icy body,21626,0.43646625903183767,0.328574,5533.8295,26,0.002085751996052307,Thin Neon,Not terraformable,515.5259812319676,0.4993919223946281,0.00021,-0.009829,337.367065,1.0374747791087964,false,0.153807,2020-09-08 09:52:19,969e0e856a
9f9c6523a3,LHS 1827 B 3,Icy body,21315,0.3903592066774839,0.242037,5022.1905,25,0.001011771862817666,Thin Neon,Not terraformable,737.6302723531365,0.6341134334051053,0.000152,-0.000398,179.017663,1.672651625173611,false,2.866748,2020-09-08 09:52:30,969e0e856a
f7afab3415,LHS 1827 B 4,Icy body,21687,0.3299564439811988,0.15424,4360.685,22,0.000012598983469035282,No atmosphere,Not terraformable,67.47187425693286,0.0012932110192607174,0.181015,8.326469,140.064493,103.15845173232638,true,0.449504,2020-09-08 09:52:57,969e0e856a
df73089162,LHS 1827 B 5,Icy body,21688,0.296895505987467,0.115314,3974.87725,22,0.0000102006612385887,No atmosphere,Not terraformable,67.47187425693286,0.0017297562723089612,0.181015,8.326469,320.064488,89.196340974375,false,0.09733,2020-09-08 09:53:07,969e0e856a
b8fa66cb6c,LHS 1827 B 6,Icy body,22493,0.4356749112300503,0.326988,5525.469,20,0.0020714898297557365,Thin Neon,Not terraformable,4828.449131714005,2.2189434553723233,0.013134,1.348525,214.457606,1.6244341397337962,false,-0.234721,2020-09-08 09:52:13,969e0e856a
490b6b723e,LHS 1827 B 7,Icy body,20316,0.614467034139581,0.791456,7238.5005,20,0.1727080634690353,Helium,Not terraformable,7812.347677018866,3.0581738179713276,0.002291,5.144345,286.622933,1.8441683411342593,false,-1.543901,2020-09-08 09:51:13,969e0e856a
cc27cad23a,Kopet Dag,High metal content world,391,1.1981826920577925,1.287,6610.1645,235,0.06659666161361953,Thin Carbon dioxide,null,295.3625387615625,0.783000548453662,0.0002,0.011013,74.352381,0.8943851352083333,false,0.297927,2020-09-07 15:42:16,d5cfcce68c
8442541abb,Nang Ta-khian 2,Class I gas giant,1874,1.324662264502299,113.46431,59028.476,95,null,No atmosphere,null,3102.2743356449073,3.7553048840989285,0.000009,4.514826,111.546616,0.9176743079398147,false,0.290292,2020-09-07 15:42:16,d5cfcce68c
5cd264f40d,Nang Ta-khian 3,Class III gas giant,3171,17.954077862229067,2282.190918,71908.288,539,null,No atmosphere,null,217.2218221757176,0.003113171320420271,0.172365,6.493561,62.410782,0.5408326534837963,false,-0.493911,2020-09-07 15:42:16,d5cfcce68c
5be53328d3,Nang Ta-khian 4,Class I gas giant,3154,0.9596896740581184,53.713436,47715.62,86,null,No atmosphere,null,217.2218221757176,0.13226816724000337,0.172365,6.493561,242.410777,219.7633466497338,false,0.079741,2020-09-07 15:42:16,d5cfcce68c
4c04409320,Wolf 46 A 1,Gas giant with water-based life,232,2.1808302912406154,266.391632,70491.032,155,null,No atmosphere,Not terraformable,190.4652902373611,0.4658021631202803,0.000136,-0.105611,338.054004,-191.6070429872338,false,1.908227,2020-09-08 12:42:28,b22b1289d0
01efdfd901,Wolf 46 A 2,Class I gas giant,353,1.9698199502909228,232.633072,69311.768,128,null,No atmosphere,Not terraformable,176.04745786498842,0.0005954021119744387,0.108922,-0.640067,314.531051,1.200006457175926,false,-0.036935,2020-09-08 12:42:28,b22b1289d0
f0615ad427,Wolf 46 A 3,Class I gas giant,363,0.37394910335785975,2.557797,16680.586,102,null,No atmosphere,Not terraformable,176.04745786498842,0.05415242803865858,0.108922,-0.640067,134.531057,182.54077593965278,false,0.220252,2020-09-08 12:42:28,b22b1289d0
a452bc5111,Wolf 46 A 4,Class I gas giant,434,2.962335248438108,394.792358,73629.488,144,null,No atmosphere,Not terraformable,486.06498511853005,0.8698689805955908,0.001087,-0.011733,48.495094,3.477906044733796,false,1.909423,2020-09-08 12:42:28,b22b1289d0
61954abc4e,Wolf 46 A 5,Gas giant with water-based life,592,3.9811368662696354,568.855591,76239.84,162,null,No atmosphere,Not terraformable,774.0761394853935,1.1862604366437683,0.00115,0.007031,228.183575,0.8986423674421297,false,-2.044984,2020-09-08 12:42:28,b22b1289d0
c6f00c080e,Wolf 46 AB 1,Icy body,21321,1.5290754306685865,5.852757,12478.153,20,0.9132223044658277,Helium,Not terraformable,138092.48943019676,40.17773609207461,0.139529,-83.235086,262.170872,0.45547057246527783,false,0.291578,2020-09-08 12:42:28,b22b1289d0
78fff01b48,Beta Hydri 1,Metal-rich body,11,1.9217653405246056,1.282324,5209.946,3747,5164.185107327905,Hot thick Silicate vapour,null,0.9767723787152778,0.0218928613663443,null,-0.000022,271.593778,0.9787936895949074,true,-0.070624,2020-09-03 23:55:34,f71e4a7c17
3977667cbb,Beta Hydri 2,High metal content world,19,1.843851846554939,3.395458,8655.072,5969,2515471.3764224034,Hot thick Silicate vapour,null,2.2191613636689813,0.037835505168554516,0.000005,-0.000037,13.684916,2.2237536428587963,false,0.379516,2020-09-03 23:55:34,f71e4a7c17
63c6da7e2c,Camp Schmidt,Rocky body,89,0.08689327154858426,0.001,684.2131875,794,null,No atmosphere,null,18.99999945804398,0.17800013124461536,null,349.200009,340.539975,22.691742254305556,false,0.039313,2020-09-03 23:55:34,f71e4a7c17
841c1c169e,Camp Shepard,High metal content world,245,0.6414993732697785,0.26,4060.43975,478,null,No atmosphere,null,60.99999985761574,0.4900003597692584,null,5.5,37.179021,103.64108920550926,false,-0.039438,2020-09-03 23:55:34,f71e4a7c17
64c0222746,Jordan's Legacy,Rocky body,447,0.18774414180895516,0.0096,1442.238,354,null,No atmosphere,null,108.99999972295139,0.8950006247671144,null,2,116.813447,0.5768082769212963,false,0.070592,2020-09-03 23:55:34,f71e4a7c17
61906e2f33,Homeland,Earth-like world,943,1.4404074121259005,2,7515.482,302,2.3015584135208487,Suitable for water-based life,Terraformed,366.9999953773264,1.8900013375927684,null,1.1,272.660831,0.6209477407638889,false,0.303582,2020-09-07 21:08:09,f71e4a7c17
46f107117b,Beta Hydri 7,Class III gas giant,2104,10.914258384247736,1523.870972,75363.576,446,null,No atmosphere,null,2606.51898052963,4.211927745492369,0.001232,0.224887,336.898203,1.2081782527777778,false,1.446539,2020-09-03 23:55:34,f71e4a7c17
9e674f5c63,Endl,Class II gas giant,4336,3.3676792040866856,446.999634,73480.608,172,null,No atmosphere,null,8072.024901156135,8.690005572474368,null,349.200009,31.901717,0.7552974901273148,false,-0.251346,2020-09-06 18:04:38,f71e4a7c17
7a6e87dd55,Yin Sector GW-W c1-26 1,Rocky Ice world,1220,1.1626339920778541,1.680856,7668.815,382,3123.520552677029,Thick Methane,Not terraformable,1750.0554245931714,2.4452697761187454,0.000282,0.304058,155.470026,1.9157158427430554,false,-1.857091,2020-09-06 19:39:57,7bbe3617a2
36df8a707a,Yin Sector GW-W c1-26 2,Icy body,1915,0.6319111748688198,0.692881,6678.606,93,1208.773668887244,Thick Argon-rich,Not terraformable,3446.203139093171,3.8416652351922145,0.002922,-0.293115,265.700065,1.1190214424421296,false,-0.280683,2020-09-06 19:39:47,7bbe3617a2
8ef004eaa6,Yin Sector GW-W c1-26 3,Icy body,2525,0.6921453490534498,0.873244,7163.9685,81,1526.7009721194177,Thick Nitrogen,Not terraformable,5199.061982609606,5.053305738634354,0.003103,-0.075646,282.303692,0.9607447064004628,false,0.141939,2020-09-06 19:40:14,7bbe3617a2
9401f22cba,Yin Sector GW-W c1-26 4,Icy body,3326,1.3693771355907949,5.31487,12565.197,50,0.9678366333580064,Helium,Not terraformable,7632.300809577662,6.527234596819031,0.067364,-111.3889,82.273614,1.8082942182291666,false,0.153724,2020-09-06 19:40:35,7bbe3617a2
29d0c2e4f5,LHS 115 A 1,High metal content world,36,0.6753506372558882,0.293451,4204.2415,288,4.532079632371083,Argon-rich,Candidate for terraforming,33.59340476217592,0.1399846401973755,0.714259,85.397708,287.446056,33.59345426300926,false,-0.522051,2020-09-02 01:42:08,2e8132b3a4
cab76fc5e0,LHS 54 1,Class I gas giant,490,2.0506780422214086,225.670578,66907.26,75,null,No atmosphere,null,686.8982273671412,0.9825067878738866,0.0001,-0.019821,33.119031,0.6238673347106481,false,0.092943,2020-09-07 23:01:46,d8dfb71934
86b2765a93,LHS 54 2,Class I gas giant,856,3.1186132927271486,423.116577,74290.584,94,null,No atmosphere,null,1584.2577235565973,1.7151067880087145,0.000148,0.363335,41.491524,0.35702340532407406,false,2.058196,2020-09-07 23:01:46,d8dfb71934
f6da3c245a,LHS 54 3,Class I gas giant,1590,1.182392755476627,100.029823,58663.556,36,null,No atmosphere,null,4025.8853523819444,3.193852853776748,0.003889,0.031595,33.491464,1.3622718747106481,false,-0.392431,2020-09-07 23:01:46,d8dfb71934
031acdcbfa,LHS 54 4,Class I gas giant,2237,1.6765993121759766,15.46376,19369.902,23,null,No atmosphere,null,6693.335456980555,4.482314638028535,0.000157,-0.76698,40.096144,1.9716786367939814,false,-2.859979,2020-09-07 23:01:46,d8dfb71934
4cb253c726,LP 30-55 A 1,High metal content world,522,1.0076773917519326,0.887166,5984.477,391,452.81942264988896,Thick Methane-rich,Not terraformable,625.0281093849075,1.0459200201826135,0.000803,-0.350249,252.025846,1.1288562152199075,false,-2.668304,2020-09-08 01:07:22,395521deaf
58029986cd,LP 30-55 A 2,Icy body,730,0.59910784164,0.752661,7148.7765,267,1503.8976757957068,Thick Methane-rich,Not terraformable,1034.08452813272,1.463084802127401,0.00021,-0.027465,319.569504,1.1138889292592593,false,-0.460849,2020-09-08 01:07:22,395521deaf
8b73e07a50,LP 30-55 A 3,Icy body,1030,0.7059049401703096,1.115294,8016.893,138,1947.2746113989638,Thick Nitrogen,Not terraformable,1735.7327181983799,2.066429891917506,0.000731,0.069535,303.333998,2.0612502728587963,false,0.737578,2020-09-08 01:07:22,395521deaf
c0efcbffb6,LP 30-55 A 4,Icy body,1903,0.7695153038105472,1.405858,8620.781,52,0.2810118469380706,Neon-rich,Not terraformable,4327.2140125434025,3.7993067269468166,0.005148,0.088354,14.350487,1.3632502121412038,false,-0.051957,2020-09-08 01:07:22,395521deaf
b8323dc16e,LP 30-55 A 5,Icy body,2659,0.7863862168587331,1.482388,8756.842,44,0.2934689581840612,Neon-rich,Not terraformable,7183.551236435184,5.326699999234347,0.00048,-0.009029,127.896709,1.7692559749305554,false,-0.070915,2020-09-08 01:07:22,395521deaf
f5a0e1b8f5,LP 30-55 A 6,Icy body,3453,0.8361805600279573,1.689864,9066.932,39,0.3264155409622502,Neon-rich,Not terraformable,10634.250662944907,6.918894881513845,0.000118,0.031096,283.324221,1.4722248553703703,false,1.044448,2020-09-08 01:07:22,395521deaf
ebabb3de84,LP 30-55 A 7,Icy body,4620,0.8678441173076327,1.870147,9362.709,34,0.381477724835924,Helium,Not terraformable,16456.6244240162,9.25676575883309,0.000199,7.487105,226.533794,1.8626545733101854,false,1.222014,2020-09-08 01:07:22,395521deaf
ce9bce2711,LP 30-55 B 1,Icy body,72345,0.3988950083843934,0.258603,5135.373,48,0.0017870575672341476,Thin Neon,Not terraformable,90.78346537770834,0.001703486466026819,0.02679,-8.085011,314.207625,144.22306638372686,true,-0.347742,2020-09-08 01:07:22,01bd0b37c4
4dd1dbfffa,LP 30-55 B 2,Icy body,72345,0.3415024075520879,0.169709,4496.1425,47,0.0006850295780903035,No atmosphere,Not terraformable,90.78346537770834,0.002595782571228335,0.02679,-8.085011,134.20763,116.83419317246526,true,0.462897,2020-09-08 01:07:22,01bd0b37c4
82482bfa2c,LP 30-55 B 3,Icy body,73127,0.3439687242649502,0.173078,4524.2435,42,0.0007257009326424871,No atmosphere,Not terraformable,985.7112196860534,0.9986568085897897,0.000021,-0.103497,320.943909,1.653977484675926,false,0.133998,2020-09-08 01:07:22,01bd0b37c4
73c2ff988a,LP 30-55 B 4,Icy body,74074,0.4902708138431537,0.447378,6092.616,28,0.0028149733333333333,Thin Neon,Not terraformable,4916.29099404375,2.9152438695470684,0.001419,-0.034801,320.479934,1.5033091533564815,false,0.299751,2020-09-08 01:07:22,01bd0b37c4
ea73319a76,LP 30-55 B 5,Icy body,74327,0.5711743623325911,0.665186,6882.904,25,0.15482104305946212,Neon-rich,Not terraformable,8146.668473879514,4.0822836463394925,0.005331,0.01898,237.936279,1.6426936854861112,false,-0.113459,2020-09-08 01:07:22,01bd0b37c4
e073aefd0b,LP 30-55 B 6,Icy body,72163,0.35085835120980957,0.182697,4602.3995,24,0.0008786199753269183,No atmosphere,Not terraformable,10748.756221599075,4.91083430626309,0.002777,2.605495,243.842285,1.4845051009722223,false,0.021906,2020-09-08 01:07:22,01bd0b37c4
04c956fb9f,LP 30-55 B 7,Icy body,69004,0.4779797745266105,0.41181,5920.0885,21,0.005432386113989637,Thin Neon-rich,Not terraformable,18980.21678681713,7.174372551641539,0.014911,-1.597366,215.436416,0.6466029620023148,false,2.593684,2020-09-08 01:07:22,01bd0b37c4
9b6b075a08,LP 30-55 B 8,Icy body,77141,0.38620840613919416,0.237033,4996.64,20,0.0015923555687145324,Thin Neon,Not terraformable,27593.503257743054,9.207062507129654,0.00332,12.75357,207.727318,1.3946274499305555,false,-0.080381,2020-09-08 01:07:22,01bd0b37c4
63c820369c,Procyon A 1,High metal content world,781,1.3779854137755594,1.728331,7142.918,1137,268.1960621761658,Hot thick Carbon dioxide,null,598.4546685660301,1.5615086117633492,0.004691,0.170643,122.815042,2.0404878230555554,false,1.3857,2020-09-08 16:48:06,e929463515
ecdd4204b5,Procyon B 1,High metal content world,9194,0.6605178981456952,0.269627,4074.96525,416,0.4650030455859857,Sulphur dioxide,null,18.80066193364583,0.11656473749411463,0.000053,0.082106,42.343105,18.800882632175927,true,0.126785,2020-09-08 16:48:06,933a35e9c3
8ca83433b8,Procyon B 2,High metal content world,9193,0.7059467992355197,0.321689,4305.431,374,0.6181344451616086,Sulphur dioxide,null,29.631432973680553,0.1578653797186834,0.000451,0.072191,70.633288,29.63178071258102,false,-0.12814,2020-09-08 08:21:29,933a35e9c3
ffab0f5ae9,Procyon B 3,High metal content world,9348,0.8862765218797313,0.5747,5135.9465,820,39.17039723661485,Hot thick Carbon dioxide,null,49.29205816652778,0.22163401376467587,0.000826,0.131142,345.532409,-49.29263385645833,false,3.071014,2020-09-08 16:48:06,933a35e9c3
5778edc33e,Procyon B 4,Earth-like world,9450,1.3162170332861733,1.5535,6929.093,325,1.254192264988897,Suitable for water-based life,Terraformed,120.2947908529514,0.40174425915355627,0.000168,0.022093,271.242334,120.29621621797455,true,-0.488307,2020-09-08 16:48:06,933a35e9c3
f586c82b68,Procyon B 5,Earth-like world,9435,0.9133112575028617,0.628235,5289.7625,302,2.3030622378485073,Suitable for water-based life,Terraformed,24.060881524178242,0.0012679594070812532,0.015074,9.238093,293.559137,34.044656617407405,false,-0.014821,2020-09-08 08:21:29,933a35e9c3
e66dcaa51e,Procyon B 6,Earth-like world,9435,0.9125786631799423,0.62695,5286.4705,302,2.3030593079200594,Suitable for water-based life,Terraformed,24.060881524178242,0.0012705583420499849,0.015074,9.238093,113.559142,34.00981969190972,true,0.20759,2020-09-08 08:21:29,933a35e9c3
9e531a5b00,Procyon B 7,Earth-like world,9042,0.8544670288021955,0.529598,5021.229,273,1.1705101930717987,Suitable for water-based life,null,331.30559518381943,0.7893524381128775,0.011813,-0.004285,195.345876,1.2750872150578703,false,0.256209,2020-09-08 08:21:29,933a35e9c3
1aa4984951,Seediansi 1,Class I gas giant,11274,4.520885028665158,574.777527,71915.528,87,null,No atmosphere,null,162810.46663168984,20.709610648515735,0.102911,13.035662,239.943798,0.508787683425926,false,-0.212327,2020-08-03 19:17:34,2c4b270199
2e964eff21,Ross 104 A 1,High metal content world,12,0.29861827016687503,0.029614,2008.514,520,null,No atmosphere,null,2.1545617944675923,0.023127987191111806,0.002921,0.240537,210.495625,-2.154563129525463,false,-2.74309,2020-09-06 07:48:24,ff1c448bae
bfbc737480,Ross 104 A 2,High metal content world,16,0.2399911095674355,0.016075,1650.67825,464,null,No atmosphere,null,3.4106726309722224,0.03141414522738926,0.000119,0.012932,357.572759,3.4106745022800924,false,-0.341863,2020-08-29 15:56:45,ff1c448bae
9e6c82512b,Ross 104 A 3,High metal content world,22,0.30082747779984276,0.030709,2037.786125,410,null,No atmosphere,null,5.729235225810185,0.04439114162349037,0.006529,0.239163,327.783534,5.729238958101852,true,-0.098243,2020-08-29 15:56:45,ff1c448bae
173b3143f1,Ross 104 ABC 1,Class I gas giant,413,0.8113741467006553,11.718364,24238.594,94,null,No atmosphere,null,301.31720144439817,0.8003338736757835,0.000083,0.000264,205.902661,-303.5306615172454,false,-1.960878,2020-08-29 15:56:45,ff1c448bae
22ebfa63b5,Ross 104 ABC 2,Gas giant with water-based life,735,6.169161621088831,900.898743,77074.272,218,null,No atmosphere,null,71.5603976062037,0.00027851984692397097,0.02017,-5.680835,161.314738,2.1541079807523147,false,-0.707467,2020-08-29 15:56:45,ff1c448bae
455587c35f,Ross 104 ABC 3,Class I gas giant,759,0.4848400639063447,5.359019,21204.494,80,null,No atmosphere,null,71.5603976062037,0.046819856691063186,0.02017,-5.680835,341.314733,71.7729350206713,false,0.450787,2020-08-29 15:56:45,ff1c448bae
342149a896,Ross 104 ABC 4,Class III gas giant,1245,12.879930906522834,1753.962036,74428.256,398,null,No atmosphere,null,187.6301373596528,0.03149708093212319,0.093692,4.168142,202.012065,1.9526869395138888,false,-1.699218,2020-08-29 15:56:45,ff1c448bae
272c490c7d,Ross 104 ABC 5,Gas giant with water-based life,1311,4.2051438906682455,602.724854,76357.84,156,null,No atmosphere,null,187.6301373596528,0.09165563377815511,0.093692,4.168142,22.012071,217.49289262888888,true,0.455333,2020-08-29 15:56:45,ff1c448bae
f3783ed960,Ross 104 ABC 6,Class I gas giant,2131,2.0301032011362197,212.880615,65312.08,67,null,No atmosphere,null,3932.8095261697918,4.436670177756614,0.001028,-0.098435,205.445315,0.4537346251967593,false,-1.348114,2020-08-29 15:56:45,ff1c448bae
23f1a55532,Ross 104 ABC 7,Class I gas giant,3243,1.2945009280975717,120.741722,61597.348,48,null,No atmosphere,null,339.9260135160532,0.0037896886475101417,0.163995,-1.353926,307.775369,1.8613020278935184,false,-0.410171,2020-08-29 15:56:45,ff1c448bae
d35b3ca5c7,Ross 104 ABC 8,Icy body,3283,1.5546697843811284,6.989035,13523.031,35,1.2489111460646434,Helium,null,339.9260135160532,0.06547252241081931,0.163995,-1.353926,127.775375,1.604249512650463,false,0.284263,2020-08-29 15:56:45,ff1c448bae
95baab25cd,Ross 104 ABC 9,Icy body,3174,1.5291199002295353,6.74867,13399.014,34,1.208198171112756,Helium,null,998.7951290828241,0.13729389045699164,0.003182,0.011738,110.166006,1.250836397349537,false,-0.293078,2020-08-29 15:56:45,ff1c448bae
e68ab23902,Ross 104 BC 1,High metal content world,214,0.6234721792057604,0.231775,3888.74325,444,0.13629546207747348,Sulphur dioxide,null,6.395895379004629,0.04913199640291671,0.004187,0.019591,352.749556,6.395907417372684,false,-0.064806,2020-08-29 15:56:45,5521ece0fc
a6f49c7625,Ross 104 DE 1,Class I gas giant,31593,1.8068322843476177,210.314148,68811.312,87,null,No atmosphere,null,401.58503861339125,0.6390312093208824,null,-0.006695,139.30304,402.50832586410877,true,-0.349081,2020-08-29 15:56:45,66c59028b0
2eeeeefdc0,Ross 104 DE 2,Class I gas giant,31583,0.7807376873114236,51.709663,51906.028,58,null,No atmosphere,null,726.728520735544,0.9489685777887211,0.000854,-0.00253,226.564973,1.0762011145833332,false,0.123586,2020-08-29 15:56:45,66c59028b0
013f0bc281,Ross 104 DE 3,Class I gas giant,32303,0.628270984614973,32.204147,45663.26,51,null,No atmosphere,null,598.0386157278704,0.004798046369641075,0.047394,-1.735828,178.914346,1.0814810936689814,false,-0.138163,2020-08-29 15:56:45,66c59028b0
9bdc82d146,Ross 104 DE 4,Icy body,32327,0.9786887000329922,2.549549,10294.231,45,0.4935043871798667,Helium,null,598.0386157278704,0.06061132629224247,0.047394,-1.735828,358.914341,0.44725639309027776,false,-0.389003,2020-08-29 15:56:45,66c59028b0
ddecd9de50,Ross 104 DE 5,Icy body,32253,1.3501281128984963,5.232001,12555.411,40,0.9401897514236368,Helium,null,1620.9224445952548,1.6199882145294466,0.000126,0.002564,334.625055,1.9613512630902776,false,-0.188181,2020-08-29 15:56:45,66c59028b0
2519bd03b7,Ross 104 E 1,High metal content world,31806,0.109189669513717,0.001611,774.7141875,368,null,No atmosphere,null,1.1118803794212961,0.00912703535921384,0.000273,0.003472,155.482839,1.1118805908217593,false,-0.164637,2020-08-29 15:56:45,b92be7bce3
63d6d7ece0,Ross 104 E 2,High metal content world,31793,0.11875207185165261,0.002065,841.054125,273,null,No atmosphere,null,0.4834618626388889,0.000011183739236343288,0.001056,0.302593,16.909834,0.7452320559490742,false,0.263834,2020-08-29 15:56:45,b92be7bce3
bff9cb32e9,Ross 104 E 3,High metal content world,31793,0.10659267615360991,0.001501,756.852375,273,null,No atmosphere,null,0.4834618626388889,0.000015389568176467366,0.001056,0.302593,196.909822,0.6352895811921296,false,-0.124326,2020-08-29 15:56:45,b92be7bce3
8db32bb272,Ashanti,Earth-like world,39,0.8725342144941908,0.582,5209.005,262,5.881749938317296,Thick Suitable for water-based life,Terraformed,16.713826744641203,0.07800005513900005,0.013518,0.323469,74.381812,16.714812385277778,true,-0.02532,2020-08-29 13:41:11,09ca65d0ee
0070cd1034,LHS 3262 2,Rocky Ice world,427,0.7634245709739739,0.870372,6810.1065,90,1371.77091537133,Thick Argon-rich,null,606.6124196405788,0.855037532199581,0.000431,-0.015684,218.438889,1.708600467048611,false,-0.448822,2020-08-29 13:41:11,09ca65d0ee
