id,name,type,distanceToArrival,gravity,earthMasses,radius,surfaceTemperature,surfacePressure,atmosphereType,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt,updateTime,planetId
18a75e92f7,LHS 1875 B 4 d,Icy body,270117,0.07470619150165561,0.002879,1252.0655,48,null,No atmosphere,33.266747163402776,0.00998446555790717,0.006021,0.00172,146.109798,33.27221007415509,true,0.432115,2020-09-06 18:11:39,d0338fffad
91ae2706be,LHS 397 3 a,Icy body,617,0.2232235439559552,0.056851,3218.72275,53,null,No atmosphere,12.71989610460648,0.0013973388674069543,null,47.270503,309.570667,13.2319190728125,false,-0.304571,2020-09-08 13:08:49,24e1b163f0
5a6fede034,LHS 397 4 a,Icy body,871,0.17676510751235253,0.029286,2596.06925,45,null,No atmosphere,36.566492032118056,0.0027252278924365064,null,-56.322095,165.282023,37.389793782881945,false,0.28202,2020-09-08 13:08:49,c490dd314a
2f097154f2,LHS 397 5 a,Icy body,1230,0.13509409317678267,0.017368,2286.86875,37,null,No atmosphere,133.39593316670138,0.0067566065749871665,null,-3.164908,137.486507,134.9262865465162,false,-0.076229,2020-09-08 13:08:49,5fa238f2b7
0e8dd80299,LHS 397 6 a,Icy body,1689,0.1321429462188324,0.016295,2239.69925,32,null,No atmosphere,176.75921596862267,0.007905310012730682,null,37.41929,215.720084,178.84593036506945,false,0.203739,2020-09-08 13:08:49,b13cf5bbff
83ef17c2e5,LHS 397 7 a,Icy body,2767,0.22020528278592374,0.069783,3590.42175,25,0.000007175109795213423,No atmosphere,466.82806202658566,0.017217110049327057,null,86.032356,252.505803,0.8342290228125,false,0.272727,2020-09-08 13:08:49,751c59ecbf
ff98f28fcd,LFT 367 B 4 a,Icy body,185352,0.11116372254600937,0.007607,1668.4365,99,null,No atmosphere,128.6873938860764,0.007384948080978267,null,28.844405,295.018782,129.14285699945603,true,-0.000771,2020-09-06 14:15:12,e0b6524047
e3809f45c0,Sanuku 5 a,Icy body,854,0.05941864674405681,0.001464,1001.137375,21,null,No atmosphere,1.7661716513078705,0.001000000721212939,0.000217,-0.017499,127.967194,-1.7663301192592593,false,2.286309,2020-09-07 19:57:38,b55b425185
1c7a7b2490,Sanuku 5 b,Icy body,853,0.048237742168521704,0.000789,815.69825,21,null,No atmosphere,2.522527550659722,0.001268242732389974,0.000482,-0.15484,309.03475,2.522753454814815,false,-0.519558,2020-09-07 19:57:35,b55b425185
028fd0f288,Sanuku 6 a,Icy body,1114,0.029819069445512145,0.000188,506.42646875,20,null,No atmosphere,3.1234920714699075,0.0017777104454407184,0.000134,-0.025314,92.274681,3.12357931068287,true,-0.141994,2020-09-07 19:58:21,1d69ff5698
14ccc957d1,Sanuku 6 b,Icy body,1113,0.03679632618421288,0.000353,624.6973125,20,null,No atmosphere,9.836827715243055,0.003819479002839978,0.001641,-0.000089,180.509414,9.83710476601852,false,0.065306,2020-09-07 19:58:24,1d69ff5698
20aca86b2d,Sanuku 6 c,Icy body,1111,0.028863019564012916,0.000172,492.3544375,20,null,No atmosphere,35.950228295949074,0.009062233111729712,0.002089,-2.090728,133.193303,35.95124460003473,true,-0.189047,2020-09-07 19:58:31,1d69ff5698
7728f7219d,Sanuku 6 d,Icy body,1114,0.027810165362262298,0.000154,474.61678125,20,null,No atmosphere,48.95055459605324,0.011132836702995266,0.004082,-0.096096,34.355028,48.951931226180555,false,0.280639,2020-09-07 19:58:27,1d69ff5698
19c6e84c8b,Sanuku 6 e,Icy body,1117,0.031215997606950454,0.000217,531.772375,20,null,No atmosphere,83.5542401505787,0.015900584078452396,0.009842,-1.648415,76.343811,3.4934837062152777,false,0.317321,2020-09-07 19:58:29,1d69ff5698
05123d9c87,Sanuku 7 a,Icy body,1626,0.029059345538819958,0.000174,493.53303125,20,null,No atmosphere,8.30252792824074,0.0028893596661812644,0.000041,0.022604,130.955087,8.302906448761574,true,-0.465373,2020-09-07 19:57:59,a94145a86a
9b4adedcce,Sanuku 7 b,Icy body,1624,0.036174743566916245,0.000336,614.6833125,20,null,No atmosphere,16.985839163819445,0.004656426148336548,0.000038,0.124982,308.837604,16.98661240726852,false,-0.415594,2020-09-07 19:58:03,a94145a86a
9197fc9c60,Sanuku 7 c,Icy body,1629,0.04213457472841051,0.000528,713.973625,20,null,No atmosphere,55.837894755381946,0.010294708962332843,0.000749,-0.029642,325.341923,55.84043747884259,true,0.321999,2020-09-07 19:58:01,a94145a86a
2ca69d58d1,Ross 730 A 4 a,Icy body,738,0.04153384700916598,0.000508,705.36725,47,0,No atmosphere,3.4798910082523147,0.003754529136136495,0.000368,0.013434,357.10666,3.47993057431713,true,-0.171926,2020-09-01 19:10:12,501aa03077
47bf79cfbc,Ross 730 A 4 b,Icy body,733,0.05108573259837869,0.000933,861.937,45,null,No atmosphere,16.862001546006944,0.010751055949104495,0.000424,-0.078823,147.860195,-16.862194043530092,false,-2.262671,2020-09-01 19:10:10,501aa03077
9c43742c60,Ross 730 A 4 c,Icy body,742,0.038466839767535364,0.000403,652.8205,45,null,No atmosphere,27.800063016238425,0.015004066462010145,0.006487,-0.039426,50.036562,27.800384974733795,true,0.407148,2020-09-01 19:10:15,501aa03077
216a6fdef0,Ross 730 A 4 d,Icy body,739,0.034705864728090854,0.000297,590.012625,45,null,No atmosphere,35.37617968740741,0.01761917938154049,0.000181,0.026115,58.964456,35.376584142118055,true,0.036636,2020-09-01 19:10:14,501aa03077
e0bc4c3ffc,Ross 730 A 4 e,Icy body,732,0.04746166975492191,0.000743,798.0083125,44,null,No atmosphere,66.21281443922454,0.02675919606811088,0.027349,5.992198,247.607506,-66.21357121383102,false,2.026449,2020-09-01 19:13:31,501aa03077
12d558c4d5,Ross 730 A 5 a,Icy body,1101,0.08410362784243043,0.004068,1402.709125,36,null,No atmosphere,1.214717618298611,0.001000000721212939,0.000115,-0.010371,78.564787,1.2149177214814815,false,1.036729,2020-09-01 19:03:18,afde5c397a
7ffe05f3e6,Ross 730 A 5 b,Icy body,1101,0.05281809502439934,0.001034,892.387375,36,null,No atmosphere,1.6946473193402778,0.001248541443485198,0.000645,0.094159,239.137258,1.6949264397106483,false,-0.235835,2020-09-01 19:03:19,afde5c397a
19300bf738,Ross 730 A 5 c,Icy body,1101,0.05507331910429298,0.001172,930.417125,36,null,No atmosphere,2.879053423252315,0.0017776650639857003,0.00006,0.352553,179.497344,2.8795277244675925,true,-0.44466,2020-09-01 19:03:17,afde5c397a
bb363ab2c3,Ross 730 A 5 d,Icy body,1106,0.068511806008913,0.002233,1151.452875,36,null,No atmosphere,7.301374924953704,0.0033058756407392505,0.0002,-0.078796,211.023619,7.30257731412037,true,-0.128656,2020-09-01 19:03:18,afde5c397a
4f7fa19094,Ross 730 A 6 c,Icy body,1483,0.0337360864392074,0.000273,573.7444375,31,null,No atmosphere,35.5643999797338,0.005416354031943517,0.006962,-0.011218,125.656394,35.57073393070602,false,-0.230156,2020-09-01 19:19:54,7eb9467507
592b763b5f,Ross 730 A 6 d,Icy body,1489,0.04353358308573262,0.000581,736.81825,31,null,No atmosphere,86.13438104038195,0.009768196428991018,0.002955,0.005551,20.452206,-86.1497295915625,false,3.10954,2020-09-01 19:19:57,7eb9467507
c1c2fbde57,Wolf 751 2 a,Rocky body,728,0.15499432021613418,0.006439,1299.9775,227,0,No atmosphere,0.8803589338541666,0.003788823969426926,0.000241,-0.294867,246.271001,0.8564825870138889,true,0.539926,2020-09-07 22:02:00,b967b724f4
1bf259c16c,Wolf 751 2 b,Rocky body,727,0.134124992447477,0.004241,1134.1325,202,null,No atmosphere,1.487204391099537,0.005374173503469458,0.003358,0.354962,193.550366,1.459369345925926,false,-0.321489,2020-09-07 22:02:02,b967b724f4
c8d9837280,Wolf 751 5 a,Icy body,1179,0.10449065499700037,0.006637,1607.428625,111,null,No atmosphere,2.490869550798611,0.006521844204326165,0.0001,0.401675,350.633966,2.490979730752315,false,-0.445115,2020-09-03 17:46:01,7581f39c7f
88571378d9,Wolf 751 5 b,Icy body,1183,0.1255642577092674,0.011334,1916.21,98,null,No atmosphere,4.827595695300926,0.010138109872629357,0.00086,-0.044857,229.429524,4.827809645092593,false,0.076922,2020-09-03 17:45:59,7581f39c7f
4d0c6c57cb,Wolf 751 5 c,Icy body,1185,0.11095325151762796,0.007908,1702.738,95,null,No atmosphere,6.1861688478125,0.011960543044733324,0.002632,0.143596,328.878427,6.186442646238426,false,0.150186,2020-09-03 17:45:53,7581f39c7f
1e4f6c42dd,Wolf 751 5 d,Icy body,1186,0.18751578039256814,0.041246,2991.27625,87,null,No atmosphere,10.584750730127315,0.017110267601274758,0.001987,0.004094,58.391513,10.585218643680555,true,1.2334,2020-09-03 17:47:29,7581f39c7f
a17c4e26d9,Wolf 751 5 e,Icy body,1181,0.12849618441701116,0.014055,2109.38,81,null,No atmosphere,18.4254479353125,0.024759873235818724,0.000039,-0.090971,172.589171,18.42626414875,false,-0.491437,2020-09-03 17:47:53,7581f39c7f
4927d73196,Wolf 751 5 f,Icy body,1196,0.1491810228887825,0.021625,2428.31925,75,null,No atmosphere,31.693761271458335,0.03554558204960467,0.0005,0.008788,312.095942,31.695167229456022,false,0.180153,2020-09-03 17:47:46,7581f39c7f
f5f583b7a5,Wolf 751 5 g,Icy body,1200,0.12681167730654402,0.013527,2083.0785,73,null,No atmosphere,40.40071119864584,0.041789042304344104,0.015046,-0.061927,132.173934,40.40250312055556,false,0.123772,2020-09-03 17:47:50,7581f39c7f
8636401d99,Wolf 751 5 h,Icy body,1166,0.14000481617657345,0.01801,2287.54625,137,0.9349626048655317,Methane,51.041955335277784,0.04883763212499054,0.001294,0.835973,84.905043,51.04422134181713,false,-0.263215,2020-09-03 17:48:14,7581f39c7f
95a2f48213,Wolf 751 6 a,Icy body,1680,0.0363600628853086,0.000342,618.564875,51,null,No atmosphere,1.3979984516319444,0.0023921786533697633,0.000013,0.000108,172.569357,1.3980751489930556,true,-0.441234,2020-09-03 18:00:17,2238e97b10
a9432d1684,Wolf 751 6 b,Icy body,1679,0.03917417291230035,0.000426,665.10375,50,null,No atmosphere,1.8303263242592593,0.002862913075425077,0.000444,-0.001352,4.372786,1.8304267641550924,true,0.354385,2020-09-03 17:59:51,2238e97b10
c158f98430,Wolf 751 6 c,Icy body,1680,0.03827606311742693,0.000398,650.372875,49,null,No atmosphere,2.9320427113078704,0.003919548338456798,0.000012,0.018227,271.109947,2.932203650219907,true,0.005131,2020-09-03 17:59:58,2238e97b10
3f5ff9287f,Wolf 751 6 d,Icy body,1676,0.04430821765252602,0.000615,751.415125,46,null,No atmosphere,8.482246280266203,0.007957862056386876,0.000038,-0.134698,326.440289,8.482712143032407,false,-0.442279,2020-09-03 17:59:07,2238e97b10
88f0f30f34,Wolf 751 6 e,Icy body,1674,0.05882409469036206,0.001411,987.803125,46,null,No atmosphere,13.179976355150462,0.010675762577019085,0.000009,0.009456,159.502573,13.180699847974537,false,-1.286799,2020-09-03 17:58:42,2238e97b10
692b77d63e,Wolf 751 6 h,Icy body,1685,0.05412249645354311,0.001113,914.62525,45,null,No atmosphere,28.449360419201387,0.017830801592899275,0.000418,-0.217568,274.234718,28.450925978877315,false,-0.403303,2020-09-03 17:58:51,2238e97b10
35be5cff31,Wolf 751 6 i,Icy body,1668,0.08863133252359683,0.004748,1476.2035,44,null,No atmosphere,43.97466571795139,0.02383732602801278,0.000367,-0.023972,230.469567,43.97708273120371,true,0.845046,2020-09-03 17:58:45,2238e97b10
e79553435d,Wolf 751 6 j,Icy body,1665,0.07320828549608008,0.002717,1228.7095,44,null,No atmosphere,76.71178491027779,0.0345433037291867,0.007756,0.046765,59.845113,76.7159925252662,false,-0.127627,2020-09-03 17:58:46,2238e97b10
60d705d7ad,Wolf 751 6 k,Icy body,1677,0.1219752261259429,0.012936,2077.058375,43,null,No atmosphere,337.44421132185187,0.09273788386437909,null,-64.22835,35.040271,0.6539662872569444,false,0.280537,2020-09-03 18:00:24,2238e97b10
e32c4f2acf,Wolf 751 7 a,Icy body,2222,0.032153772651512556,0.000237,547.573875,36,null,No atmosphere,5.816293328449074,0.003138444487794772,0.0009,-0.016684,63.684407,5.816461458043982,true,0.183119,2020-09-07 22:58:10,0b668b422b
4d8310d25c,Wolf 751 7 b,Icy body,2222,0.035840943136584896,0.000328,610.143125,36,0,No atmosphere,13.096989994803241,0.005391768479275487,0.000005,0.039262,299.739338,13.097367820335647,true,-0.12178,2020-09-07 22:58:10,0b668b422b
3077509a79,Wolf 751 7 c,Icy body,2218,0.03961146534871905,0.000439,671.438625,36,null,No atmosphere,64.45260097583333,0.015599495456221088,0.002959,-0.987682,58.405846,64.45446453956018,true,0.347787,2020-09-07 22:58:08,0b668b422b
de6abf1a25,Wolf 751 7 d,Icy body,2223,0.041314826864386874,0.000498,700.238875,36,null,No atmosphere,97.6301212277662,0.020574981522035126,0.003151,0.102738,53.872154,97.63294221370371,false,-0.126329,2020-09-07 22:58:10,0b668b422b
8cab5385e1,Nanomam 4 a,Rocky body,901,0.16465629092177758,0.007187,1332.506,167,0.0015740275548976066,Thin Ammonia,38.9382312143287,0.001816436803711739,null,73.282985,195.476145,39.760470554375004,false,0.107513,2020-09-03 13:51:35,1439e683b2
6e1e67dcca,Nanomam 5 a,Icy body,1237,0.14097801564360055,0.016136,2157.778,125,0,No atmosphere,108.67869826378474,0.005872285772425035,0,-50.21888,69.943777,109.84860058707176,true,0.457637,2020-09-03 13:51:35,e74f4ef3d3
b4a5728bf6,Bello,High metal content world,197,0.43464532831996816,0.09,2902.273,113,0.0658173632963237,Thin Nitrogen,0.855110523599537,0.0002000001362739383,0.001336,1.044468,302.256242,0.9473115190162037,true,-0.217092,2020-08-27 17:10:44,b055ad854b
b4a1092f6d,Tilian 2 a,Icy body,404,0.06606765975610812,0.002012,1113.02275,193,18.851590180113497,Thick Methane,4.414082263356482,0.0027708047785664773,0.000001,-0.074196,89.834801,4.250556361342593,true,-0.298155,2020-08-27 17:10:44,168279fd7c
fd578deef6,Tilian 2 b,Icy body,404,0.04671550604956556,0.000721,792.3583125,106,0.10425687762151492,Methane,8.120321634189814,0.004160010803146746,0.000946,0.000502,106.67846,7.925947383715278,true,-0.444826,2020-08-27 17:10:44,168279fd7c
3f8df63b1c,Tilian 2 c,Icy body,400,0.055409467796911326,0.001197,937.431625,109,0.14684637536639528,Methane,21.651910824907407,0.007999136868236188,0.00458,0.002821,234.474503,21.40624658644676,true,0.307793,2020-08-27 17:10:44,168279fd7c
317a25a3dc,Tilian 2 d,Icy body,400,0.05155271825055384,0.000966,873.0664375,108,0.12701633050086356,Methane,35.66243927236111,0.011156287639601411,0.006803,-0.016683,278.96057,35.39614183155093,true,-0.329165,2020-08-27 17:10:44,168279fd7c
4f589e40ff,LHS 6031 A 1 c,Icy body,411,0.07813528505471869,0.003283,1307.3635,101,null,No atmosphere,13.537729090011574,0.009175257637535345,0.000143,0.004035,345.996203,13.53807787153935,true,0.113789,2020-09-02 02:15:36,e9d418af79
35aa64a032,LHS 6031 A 1 d,Icy body,407,0.06239474280265777,0.001691,1049.983125,100,null,No atmosphere,29.264931325555555,0.01533979081632811,0.000239,1.679372,287.267358,29.265687517233793,true,-0.022724,2020-09-02 02:15:36,e9d418af79
002f119126,LHS 6031 A 3 a,Icy body,569,0.06614322725977421,0.00201,1111.83375,87,null,No atmosphere,0.7717332975231481,0.001000000721212939,0.00045,0.178676,48.077271,0.7717659357060186,false,0.489695,2020-09-02 02:15:36,bfecb74a23
a2a3052d91,LHS 6031 A 3 b,Icy body,569,0.07384519625766478,0.002774,1236.1655,87,null,No atmosphere,1.6969605866435187,0.0016909729381989124,0.003128,0.254832,207.309553,1.697032386701389,false,-1.436747,2020-09-02 02:15:36,bfecb74a23
03760c0d88,LHS 6031 A 4 a,Icy body,710,0.030744318905981633,0.000207,523.344,76,null,No atmosphere,11.812063554918982,0.0037591719099972455,0.000293,0.321988,309.556635,11.812346069085647,true,-0.28486,2020-09-02 02:15:36,1dbd1fb8dc
db32f1e2f3,LHS 6031 A 4 b,Icy body,709,0.0357833019059571,0.000326,608.7698125,76,null,No atmosphere,35.41630934233796,0.007816467945492622,0.000193,0.458647,75.560788,35.41715223439815,false,0.145854,2020-09-02 02:15:36,1dbd1fb8dc
58ffcaf39d,LHS 6031 B 7 a,Icy body,193920,0.2803209382093946,0.115502,4094.0345,93,3.430328768813225,Nitrogen,19.1429009040162,0.002563322439641783,null,33.458194,314.219786,19.708495924560186,true,-0.128941,2020-09-02 02:15:36,8a80d01e7f
1bf351ffee,Gendalla A 5 a,Rocky body,194,0.24892738704887435,0.023718,1968.73475,484,null,No atmosphere,6.188746196805556,0.000698670011430517,null,83.419013,202.537604,6.383077249560186,false,0.41171,2020-09-08 14:34:51,12c0b7b924
f50801e047,Gendalla ABC 1 a,Icy body,4704,0.0518768052441264,0.00098,876.619125,80,null,No atmosphere,8.008928348622685,0.00300633150202184,0.000155,0.096431,168.206567,8.00980904230324,true,0.375042,2020-09-08 14:34:51,d3dce04975
fa758ba3c3,Gendalla ABC 1 b,Icy body,4705,0.03286311473684421,0.000253,559.616375,80,null,No atmosphere,24.79623520263889,0.006386228598965346,0.001182,-0.041856,63.298823,24.798958172395835,true,-0.051659,2020-09-08 14:34:51,d3dce04975
4b6bf0912c,Gendalla ABC 1 c,Icy body,4708,0.04241020258775434,0.000538,718.35725,80,null,No atmosphere,42.4207609008912,0.009134951414949516,0.000013,-0.048081,146.202218,42.42542285283565,true,-1.523767,2020-09-08 14:34:51,d3dce04975
8c822ae568,Gendalla ABC 1 d,Icy body,4706,0.030358934749660057,0.0002,517.673875,80,null,No atmosphere,72.78246943045139,0.013091973240867123,0.000092,-0.089672,275.969835,72.79047268114583,true,0.167132,2020-09-08 14:34:51,d3dce04975
38e30aa102,Gendalla ABC 1 g,Icy body,4716,0.038247989910659856,0.000396,648.97475,80,null,No atmosphere,252.2144328664815,0.0299801577870473,0.004355,-0.265984,297.617133,0.5750814679398147,false,-0.054715,2020-09-08 14:34:51,d3dce04975
0eb12851a5,Gendalla ABC 1 h,Icy body,4709,0.04790701220779714,0.000774,810.6911875,80,null,No atmosphere,564.1243799968981,0.05127478479636408,0.031553,-1.584662,114.640788,0.799862925636574,false,0.067223,2020-09-08 14:34:51,d3dce04975
e95242c316,Core Sys Sector WO-R a4-3 5 a,Icy body,4991,0.14306647880535145,0.020518,2415.36675,20,null,No atmosphere,763.1051181643055,0.02036393185809429,null,-83.861995,201.606424,0.4362908038888889,false,-0.504216,2020-09-07 02:45:59,872d005675
843019d658,WISE 0359-5401 4 a,Icy body,1044,0.10977378811295756,0.009519,1878.1525,20,null,No atmosphere,408.56478390870376,0.00817327176652856,null,-75.318781,67.127096,0.7955687051273148,false,0.147347,2020-09-08 13:35:46,c01bbaf52e
fb021d9f64,WISE 0359-5401 6 a,Icy body,3686,0.08597089844014706,0.00466,1484.9155,20,null,No atmosphere,2605.0287264364583,0.04292021033193155,null,1.504967,330.018563,0.6823266725810185,false,0.431937,2020-09-08 13:36:17,83cbc1e593
5a02380f19,Santy B 3 a,Icy body,28549,0.07219939820839037,0.002607,1211.959875,54,null,No atmosphere,3.086999748587963,0.0037012222622208085,0.001358,0.040319,150.350632,3.087282504664352,true,0.478175,2020-09-08 16:52:09,0a314ac00e
c484756098,Santy B 3 b,Icy body,28552,0.10404188276539589,0.007546,1717.666375,53,null,No atmosphere,4.61249598474537,0.004837393206752241,0.000047,-0.235401,268.572901,-4.612917610358797,false,-1.862583,2020-09-08 16:51:25,0a314ac00e
a0e34be33f,Santy B 3 c,Icy body,28549,0.09709797250450011,0.006221,1614.394,53,null,No atmosphere,7.203504167222222,0.006511533171188312,0.000259,-0.193248,30.631288,7.20416310068287,true,-0.132718,2020-09-08 16:49:46,0a314ac00e
a2ecafd74d,Santy B 3 d,Icy body,28550,0.09108499642199437,0.005161,1518.196625,52,null,No atmosphere,11.192575648981482,0.008735224467055866,0.00202,0.000197,20.03539,11.193598465798612,false,-0.180533,2020-09-08 16:51:35,0a314ac00e
271663b465,Santy B 3 e,Icy body,28564,0.07643079069912055,0.003084,1281.17225,51,null,No atmosphere,56.88003436834491,0.025820259740281182,0.000849,-3.141088,327.431127,56.88523611564814,false,0.003042,2020-09-08 16:49:36,0a314ac00e
3402b6c4f1,Shoujeman 6 a,Rocky body,3196,0.06879273235010251,0.000588,589.6603125,224,0.8769591968911917,Carbon dioxide,2.488429209699074,0.004451674386458965,0.000078,0.033585,261.243947,2.4884388436689813,true,-1.111445,2020-09-08 10:12:12,476173d61d
cf0dd0a1c1,Shoujeman 6 b,Rocky body,3197,0.04706611293316158,0.00019,405.2351875,132,null,No atmosphere,4.26001336287037,0.006370601600514625,0.000509,-0.008989,171.828527,4.260029274965278,false,-0.057896,2020-09-08 10:12:24,476173d61d
32654d5474,Shoujeman 6 c,Rocky body,3200,0.07791671990693345,0.000853,667.3346875,125,null,No atmosphere,19.92420879778935,0.01781669668605918,0.001336,-0.006018,188.70156,19.924283424050923,true,-0.368157,2020-09-08 10:12:07,476173d61d
e840cc1b4c,Shoujeman 6 d,Rocky body,3183,0.07818872851080083,0.000862,669.6780625,122,null,No atmosphere,50.185053712789355,0.0329829426825398,0.000016,0.098263,280.441495,1.4074893403587962,false,0.295804,2020-09-08 10:12:14,476173d61d
f30d8785fb,Shoujeman 6 e,Rocky body,3217,0.06470728994353177,0.000491,555.582625,121,null,No atmosphere,79.73096160976853,0.04490807703625089,0.000183,3.296925,350.871568,1.71785741125,false,-0.3835,2020-09-08 10:12:17,476173d61d
3eb5d8a86e,Shoujeman 7 a,Icy body,4563,0.036835747479076114,0.000356,627.0104375,94,null,No atmosphere,8.460333225902778,0.00894465290939532,0.000405,-0.034598,93.272722,8.258121793715278,false,-0.053684,2020-09-08 10:11:36,3ee6f7555a
f819877996,Shoujeman 7 b,Icy body,4570,0.04547203593698734,0.00066,768.3945625,93,null,No atmosphere,11.993812190162037,0.011287818156988648,0.000135,0.293327,108.180419,-11.767387375289353,false,-1.846839,2020-09-08 10:11:37,3ee6f7555a
0484d57d7a,Shoujeman 7 c,Icy body,4564,0.047236696288377254,0.000744,800.4445,92,null,No atmosphere,17.65489992167824,0.014606585079353005,0.000298,-0.010963,163.568066,17.39848595184028,false,0.47197,2020-09-08 10:11:39,3ee6f7555a
85b2f80b54,Shoujeman 7 d,Icy body,4573,0.05654372934863371,0.001267,954.7300625,91,null,No atmosphere,30.508238684247686,0.021033746595290274,0.000668,0.007953,351.15541,30.20340711414352,false,-0.385669,2020-09-08 10:11:34,3ee6f7555a
53c6d4d887,Shoujeman 7 e,Icy body,4565,0.07801915023623512,0.003275,1306.741125,90,null,No atmosphere,67.38785171398148,0.03567464069212918,0.010186,0.037751,221.25669,66.99621934356482,true,0.330151,2020-09-08 10:11:41,3ee6f7555a
b1f56d2901,DX 799 ABC 1 c,Icy body,7318,0.3109665519483588,0.170622,4724.384,79,4.651541142363682,Argon-rich,67.5531504330787,0.06972277656809589,0.000531,-0.034481,197.979153,67.55983001640045,false,-0.235299,2020-09-07 18:07:43,4fc11b28bc
63f2899d17,DX 799 ABC 1 d,Icy body,7361,0.3508515755771717,0.235149,5221.489,60,0.0031996237256353317,Thin Neon-rich,308.04892519005784,0.19173030838968352,0.023233,-0.883812,247.036232,1.4871020534375,false,-2.981953,2020-09-07 18:08:07,4fc11b28bc
70057e254a,DX 799 ABC 1 e,Icy body,7461,0.2927477884849222,0.14457,4482.051,56,0.000011917582037996546,No atmosphere,683.4414063228472,0.32614579937960975,0.003673,-8.394524,119.149597,0.9500450326620371,false,0.25309,2020-09-07 18:07:53,4fc11b28bc
dacb25a3e8,LP 229-17 1 a,Icy body,266,0.13882349210234074,0.018752,2344.10375,24,0,No atmosphere,57.74405336490741,0.004460987107272911,0,-74.263892,262.950139,58.20734281229167,false,0.499883,2020-09-02 08:22:24,32af224c5e
432dbdcd54,LP 229-17 6 a,Icy body,2478,0.13756468967720686,0.018266,2324.089,20,0,No atmosphere,324.5538445534491,0.013088973443019064,0,-11.348998,124.244143,1.9723220644560187,false,-0.244543,2020-09-02 08:22:02,dbba318b11
0292e1ac7a,EV Lacertae 5 a,Icy body,1563,0.2569564758534464,0.107551,4126.311,25,0.000009779985196151,No atmosphere,164.82891169962963,0.010712822770508858,null,-25.140834,214.103539,169.4235601524537,false,-0.041818,2020-09-08 04:57:54,961c54169b
5714403dbd,EV Lacertae 8 a,Icy body,3985,0.35552734420296167,0.261602,5471.023,20,0.00001872253639279546,No atmosphere,703.9874516151621,0.031979476236583225,null,32.292902,137.657962,0.4649092874421296,false,0.05366,2020-09-08 04:56:55,97e369b67c
55eebc2cdb,Ross 446 3 a,Icy body,2447,0.07363384732340528,0.002744,1231.226125,104,null,No atmosphere,1.1829415819212963,0.00378478633475737,0.000738,-0.113132,52.285624,1.1829585254976853,true,-0.633617,2020-09-08 03:04:07,6ed028c717
767e6fb5dd,Ross 446 3 b,Icy body,2453,0.07475207775429922,0.002866,1248.852,90,null,No atmosphere,2.340007780324074,0.0059640885512879166,0.000703,-0.007409,313.665414,2.3400412654050924,true,0.467715,2020-09-08 03:04:24,6ed028c717
79aa1335a6,Ross 446 3 c,Icy body,2446,0.10308275352993193,0.007377,1706.20575,76,null,No atmosphere,5.62258085443287,0.010699323082546388,0.001305,0.349807,23.628572,5.622661504016204,false,0.781598,2020-09-08 03:04:02,6ed028c717
6ab2e5d10b,Ross 446 3 d,Icy body,2452,0.07971373816325078,0.00348,1332.62375,118,0.302524229735998,Methane,9.373958257060185,0.015043465453927747,0.007058,-3.254631,219.304315,9.37409325261574,false,0.518422,2020-09-08 03:03:47,6ed028c717
8c038c6308,Ross 446 3 e,Icy body,2457,0.1037588077108901,0.007533,1718.525625,121,0.5126188163138415,Methane,11.970213855856482,0.01770654286599014,0.00189,1.324535,118.374903,11.970385337210649,true,-0.206158,2020-09-08 03:03:49,6ed028c717
64c5b5ead0,Ross 446 3 f,Icy body,2445,0.11266650555617692,0.009577,1859.52425,113,0.6044557657932396,Methane,21.68350404611111,0.0263118966852073,0.008537,-0.774912,47.569566,21.68381513954861,false,-0.152122,2020-09-08 03:03:54,6ed028c717
0f11204eee,Ross 446 4 a,Icy body,2314,0.12177131916743444,0.011937,1996.915125,103,null,No atmosphere,1.1399501589699073,0.0036667665020675326,0.002857,-0.007076,55.367593,-1.1399733497453703,false,2.503102,2020-09-08 03:04:56,c653873b6b
b07d489b76,Ross 446 4 b,Icy body,2312,0.14131073152616502,0.018307,2295.64925,95,null,No atmosphere,1.7134219546064815,0.004811371703567235,0.003963,1.176835,69.857754,1.7134567963078704,false,-0.510426,2020-09-08 03:05:28,c653873b6b
875da47d24,Ross 446 4 c,Icy body,2317,0.12783787127117405,0.013695,2087.544625,132,0.7721618245743893,Methane,8.610794044756945,0.014116319538889,0.013878,-3.851801,24.267266,8.610969128425927,true,-0.977532,2020-09-08 03:05:15,c653873b6b
11dd0f1285,Ross 446 4 d,Icy body,2316,0.11685543011794275,0.010643,1924.82875,119,0.6498871977596842,Methane,15.315917768958334,0.02072309878193741,0.000035,0.632991,303.109449,15.316228687974538,false,-0.487724,2020-09-08 03:05:45,c653873b6b
4ffe8cd124,Ross 695 1 a,Icy body,1251,0.05908891582161963,0.00144,995.663875,34,null,No atmosphere,3.595482764976852,0.004227855122160372,0.001146,0.13762,124.399933,3.5956094985069447,false,0.026263,2020-09-06 18:09:07,b4f7f32070
bc64d2688b,Ross 695 1 b,Icy body,1250,0.05179656643380552,0.000974,874.608125,33,null,No atmosphere,6.260927628587964,0.00611938440832066,0.000673,0.006822,133.349796,6.261148545405092,true,-0.292349,2020-09-06 18:09:07,b4f7f32070
