id,name,type,age,spectralClass,luminosity,absoluteMagnitude,solarMasses,solarRadius,surfaceTemperature,rotationalPeriod,updateTime
7efb248cac,LHS 6031 B,M (Red dwarf) Star,6878,M7,Va,10.435028,0.25,0.40679927534148097,2493,1.5797537620023148,2020-09-02 02:15:36
2df06aeea9,YZ Canis Minoris,M (Red dwarf) Star,10904,M7,V,12.404205,0.234375,0.3979186427030913,2369,1.5573783519444444,2020-08-28 17:50:48
341b4175ed,Core Sys Sector BV-P a5-0,T Tauri Star,20,TTS1,VI,18.985092,0.039063,0.1403198159597412,593,0.4594364926273148,2020-07-28 08:56:23
464aaad5aa,Gendalla A,F (White) Star,9346,F9,Vb,4.542145,1.03125,1.0345153242271747,6070,4.4057556540509255,2020-09-08 14:34:51
c7422a0b5d,Gendalla B,M (Red dwarf) Star,9346,M1,Va,8.298843,0.386719,0.5749511085549964,3429,1.6791233968055554,2020-09-08 14:34:51
28bfb95811,Gendalla C,M (Red dwarf) Star,9346,M7,Va,10.799088,0.214844,0.3816222688713156,2367,1.2104282674074074,2020-09-08 14:34:51
0c131712bd,Core Sys Sector MC-V b2-7 A,M (Red dwarf) Star,2214,M7,Va,10.415115,0.269531,0.4335326872753415,2426,2.155309624513889,2020-09-08 06:39:22
9abeff281e,Core Sys Sector MC-V b2-7 B,L (Brown dwarf) Star,2214,L7,V,14.137466,0.105469,0.2207946628324946,1443,0.6739335766666666,2020-09-08 01:04:50
3ed28fc64e,Core Sys Sector WO-R a4-3,Y (Brown dwarf) Star,1852,Y0,V,17.752029,0.039063,0.13473509130122213,695,0.5406761488310186,2020-08-21 10:54:41
ad3b17391c,WISE 0359-5401,Y (Brown dwarf) Star,11222,Y5,V,24.362564,0.015625,0.051239010783608915,284,0.2402541138888889,2020-08-01 13:33:18
ef2d4c7c7f,Santy A,K (Yellow-Orange) Star,2262,K1,Vab,6.155518,0.695313,0.7187805032350827,5023,2.353323178310185,2020-09-08 16:42:54
749ecf715f,Santy B,M (Red dwarf) Star,2262,M6,Va,10.382629,0.25,0.3837280115025162,2598,1.4285558793518518,2020-09-08 16:44:13
9552932055,Shoujeman,F (White) Star,590,F7,Vb,4.096909,1.234375,1.158172526240115,6356,4.846922279363426,2020-09-01 03:41:49
76e59b6e4a,Den 1048-3956,M (Red dwarf) Star,6294,M,V,15.54071,0.066406,0.19204710280373832,1119,0.691024359837963,2020-08-23 11:17:03
ed8d535b1e,Caer Sidi A,M (Red dwarf) Star,10506,M6,V,11.874023,0.265625,0.44940183465133,2543,1.7676930106365742,2020-09-08 06:10:51
f395d2f2e9,Caer Sidi B,L (Brown dwarf) Star,10506,L9,V,14.199051,0.105469,0.2470397699496765,1345,0.9134388300231482,2020-09-07 07:33:49
258608fb88,Core Sys Sector YU-P a5-3,Y (Brown dwarf) Star,12959,Y0,V,19.869461,0.027344,0.09976195542774982,653,0.32119024270833335,2020-06-14 09:12:47
db9c41ff91,Core Sys Sector IR-W c1-25 A,K (Yellow-Orange) Star,3174,K3,Va,6.017349,0.746094,0.90039055643422,4633,2.9105523755902776,2020-09-08 16:19:34
3f19b2a33e,Core Sys Sector IR-W c1-25 B,M (Red dwarf) Star,3174,M0,Va,7.954727,0.429688,0.6111755226455787,3600,2.7327846064583334,2020-09-08 16:19:33
4ce7ff5ebf,Core Sys Sector IR-W c1-25 C,M (Red dwarf) Star,3174,M4,Va,9.149277,0.355469,0.5205383177570093,2963,2.3298399499537035,2020-09-07 23:56:49
1d46740e3d,Core Sys Sector IR-W c1-25 D,L (Brown dwarf) Star,3174,L1,V,11.88559,0.183594,0.3591613515456506,1900,1.3706116822222223,2020-09-07 23:56:49
b0ac809261,Tascheter Sector ST-R b4-8,L (Brown dwarf) Star,3426,L0,V,11.736206,0.207031,0.3622741394680086,1958,1.208533472314815,2020-08-23 21:08:28
f2ec6e18e8,LTT 2151,M (Red dwarf) Star,12244,M0,V,8.750748,0.464844,0.606780917325665,3549,2.5965376559490743,2020-09-04 05:24:20
8e9f43e7a3,Gl 185 B,M (Red dwarf) Star,8566,M5,V,9.433258,0.332031,0.49505610352264556,2845,2.2619951321064815,2020-09-04 05:24:20
d061791322,Zeta Herculis,G (White-Yellow) Star,10038,G5,IV,2.778458,0.867188,0.9677122990654206,5571,4.437410560324074,2020-09-05 16:09:26
1e5cf60edf,Gl 635 B,K (Yellow-Orange) Star,7208,K0,V,5.498856,0.863281,0.9202270596693026,5163,5.084361036701389,2020-09-05 16:09:30
0067a0799a,DX 799 A,L (Brown dwarf) Star,616,L1,V,11.927658,0.796875,0.3441772307692308,1921,1.3406962905555555,2020-09-08 13:45:43
5c149cba86,DX 799 B,M (Red dwarf) Star,616,M8,Va,11.142868,0.226563,0.3808898806613947,2189,1.7428302959375002,2020-09-08 13:45:43
fa186cc73d,DX 799 C,K (Yellow-Orange) Star,616,K6,Va,6.68895,0.613281,0.7747802271746944,4279,2.9293398846412035,2020-09-08 13:45:51
0abecda9f3,LP 229-17,M (Red dwarf) Star,10824,M,V,15.65979,0.066406,0.18756101797268152,1102,0.9662798774652779,2020-08-09 11:33:06
c89093eabe,G 203-51,K (Yellow-Orange) Star,12634,K,V,10.397812,0.324219,0.4852599626168224,2894,1.8010704461805556,2020-09-08 15:26:51
36106f925c,Gl 661 B,M (Red dwarf) Star,5274,M2,V,8.589294,0.394531,0.5558471315600287,3261,2.0011979517245373,2020-09-08 15:26:50
59f5886bbc,EV Lacertae,M (Red dwarf) Star,6768,M7,V,11.824295,0.265625,0.44348144356578,2483,1.8593254255439815,2020-09-04 09:12:10
12c25e01f5,Ross 446,M (Red dwarf) Star,2102,M5,V,10.501541,0.324219,0.5077819352983465,2807,1.6680108526273147,2020-09-05 23:22:55
4abca97c89,Ross 695,M (Red dwarf) Star,9534,M6,V,11.654022,0.296875,0.46014403450754854,2658,1.8311691477430556,2020-09-06 18:09:07
f4fc7330ac,Luyten 674-15,M (Red dwarf) Star,10522,M7,V,10.583389,0.25,0.41604610208483106,2381,1.3792322789699074,2020-09-06 17:12:28
48ce38c455,AN Sextantis A,M (Red dwarf) Star,9520,M3,V,9.88353,0.367188,0.5310058375269591,3023,2.156130021643518,2020-09-08 07:05:03
76bc89e994,AN Sextantis B,L (Brown dwarf) Star,9520,L2,V,12.212173,0.179688,0.3466186168224299,1794,1.040339172037037,2020-09-08 07:05:13
38dffd5fbf,Avik A,K (Yellow-Orange) Star,534,K0,Va,5.381683,0.921875,0.9640502659956866,5183,4.093063873310186,2020-09-08 12:26:00
eb9f79fbe8,Avik B,M (Red dwarf) Star,534,M2,Va,8.589066,0.378906,0.5551757526959022,3264,2.1211731904050923,2020-09-08 09:43:28
b02a7e9edd,Baker,M (Red dwarf) Star,11510,M7,V,12.159012,0.238281,0.4138183407620417,2381,1.4637038654050925,2020-08-29 20:15:46
76d57c11da,61 Virginis,G (White-Yellow) Star,5480,G4,V,5.186203,0.964844,0.9399718188353703,5653,3.378377244953704,2020-09-08 01:27:16
71807a9c93,Luyten 143-23 A,M (Red dwarf) Star,8974,M5,V,9.452026,0.324219,0.5036620560747663,2808,2.321785766446759,2020-09-08 15:37:04
cc2e37a835,Luyten 143-23 B,L (Brown dwarf) Star,8974,L4,V,12.778854,0.152344,0.3063048971962617,1675,1.534936652210648,2020-09-08 09:00:19
efc721fa7d,LHS 1885 A,M (Red dwarf) Star,12414,M9,V,11.365417,0.203125,0.37622068727534147,2091,1.905514955775463,2020-09-07 23:28:19
e96a0366bf,LHS 1885 B,T (Brown dwarf) Star,12414,T0,V,14.791946,0.089844,0.20535276491732565,1287,0.713701253287037,2020-09-07 23:28:19
e00ae09f06,LHS 1885 C,T (Brown dwarf) Star,12414,T0,V,14.654053,0.097656,0.21511837814521928,1298,0.9084879956944444,2020-09-07 23:28:32
b93bb7320b,LHS 1070,M (Red dwarf) Star,12422,M9,V,11.191635,0.207031,0.3805236635514019,2164,1.4674137691550926,2020-08-08 18:43:44
d77808c6e4,Chara,G (White-Yellow) Star,7288,G5,V,4.715042,1.070313,1.122985777138749,6150,4.07506613119213,2020-09-08 13:21:55
d73e756a24,LAWD 49 A,White Dwarf (D) Star,3792,null,VII,12.679138,1.273438,0.004180907979870596,14614,0.6698018698148148,2020-09-08 12:23:07
3b6501701a,LAWD 49 B,M (Red dwarf) Star,3792,M4,Va,9.13118,0.347656,0.5291747749820274,2951,2.3996902484837963,2020-09-08 12:23:11
752fb5e65d,LAWD 49 C,K (Yellow-Orange) Star,3792,K8,Va,7.043167,0.597656,0.766571019410496,3965,2.7243915927546296,2020-09-08 12:23:11
a8f2e08b6e,Bugas,M (Red dwarf) Star,8156,M4,V,9.145737,0.347656,0.52227777426312,2959,2.5613642287152776,2020-09-08 16:43:46
fdecc2d408,Gliese 1154 B,M (Red dwarf) Star,11368,M7,V,10.618896,0.238281,0.41622922214234365,2361,1.6638184047337965,2020-09-08 16:43:46
d7430e309e,LHS 531 A,M (Red dwarf) Star,944,M6,V,10.851273,0.265625,0.4502257828900072,2543,1.5441684157291664,2020-08-31 04:07:59
1f6a063971,LHS 531 B,T (Brown dwarf) Star,944,T3,V,15.561996,0.074219,0.19683837239396118,1101,0.7026919583449074,2020-08-31 04:07:59
80146a58c3,LHS 531 C,T (Brown dwarf) Star,944,T4,V,15.895798,0.0625,0.19064330122214235,1036,0.8924800342708333,2020-08-31 04:07:59
7d679ddb13,LHS 4003,M (Red dwarf) Star,5390,M2,V,8.478577,0.402344,0.5716552695902228,3298,2.554912816053241,2020-08-29 15:06:54
cf74e5f415,Awindjibata A,L (Brown dwarf) Star,10356,L3,V,12.715027,0.136719,0.28799436376707405,1753,1.3020851082175926,2020-09-07 23:40:03
18b6ff7310,Awindjibata B,Y (Brown dwarf) Star,10356,Y1,V,19.409256,0.027344,0.10092162760603882,583,0.3319201038078704,2020-09-07 05:40:45
2fb084c78a,Awindjibata C,L (Brown dwarf) Star,10356,L8,V,13.920105,0.101563,0.24884030481667865,1429,1.6143426824189815,2020-09-07 05:40:45
ed74a288e3,Agastani A,F (White) Star,1448,F2,Vb,3.346893,1.390625,1.2934264730409777,7148,2.7950804445717594,2020-09-06 05:34:19
dc033bf97f,Agastani B,G (White-Yellow) Star,1448,G0,Vab,4.43251,1.03125,1.117340066139468,5990,4.180842673958334,2020-09-06 05:34:19
944167eb49,Agastani C,K (Yellow-Orange) Star,1448,K4,Va,6.357101,0.597656,0.7941588382458663,4562,3.474054159398148,2020-09-06 05:34:19
1b4e1f7fc4,Agastani D,K (Yellow-Orange) Star,1448,K6,Va,6.824142,0.726563,0.7373046153846153,4252,2.5255203493055554,2020-09-06 05:34:19
b3bb9dfbd9,Core Sys Sector DL-Y d118 A,K (Yellow-Orange) Star,904,K4,Vab,6.693878,0.597656,0.6741637613227893,4582,2.5349333307175925,2020-09-08 14:36:33
7ff603dcd7,Core Sys Sector DL-Y d118 B,M (Red dwarf) Star,904,M1,Va,8.476746,0.421875,0.5365905391804457,3407,2.811009287916667,2020-09-08 14:36:33
e40d16489e,Core Sys Sector DL-Y d118 C,L (Brown dwarf) Star,904,L0,V,11.771332,0.1875,0.346130358015816,1987,1.4087916265046296,2020-09-08 14:36:35
45834a9143,V1581 Cygni,M (Red dwarf) Star,11160,M,V,15.702118,0.066406,0.18359374263120057,1103,1.105389824976852,2020-09-05 18:26:52
afd65838fb,V1581 Cygni B,M (Red dwarf) Star,7460,M3,V,9.089996,0.347656,0.5143127419122934,3021,1.690839656863426,2020-09-05 18:26:52
56dff7d079,G 113-20,M (Red dwarf) Star,10146,M5,V,10.389969,0.324219,0.4910583350107836,2824,2.232030815462963,2020-09-06 00:26:13
d821646983,Core Sys Sector ON-T b3-5 A,M (Red dwarf) Star,9610,M3,Va,9.078339,0.359375,0.4929199022286125,3095,1.8422044100578703,2020-09-08 02:01:22
a85366d3e8,Core Sys Sector ON-T b3-5 B,M (Red dwarf) Star,9610,M8,Va,10.947708,0.203125,0.3885192925952552,2267,1.5035077643402779,2020-09-08 01:12:54
b0440a427e,Core Sys Sector ON-T b3-5 C,M (Red dwarf) Star,9610,M9,VI,11.911407,0.183594,0.31649775988497486,2012,1.3880668684375,2020-09-08 01:12:54
d63bf1d69f,LHS 455 A,White Dwarf (DQ) Star,2944,null,VII,11.559479,1.261719,0.00463867145938174,17976,0.16724848097222222,2020-09-08 16:56:14
4d13b3d7aa,LHS 455 B,K (Yellow-Orange) Star,2944,K6,Vab,7.26207,0.546875,0.627502424155284,4167,2.0578674141319446,2020-09-08 16:56:41
1bce500550,LHS 2429,M (Red dwarf) Star,8926,M4,V,10.176498,0.324219,0.49783322501797267,2930,2.2809910068171297,2020-09-07 11:48:07
3a7dd20c6f,Baxbakaeris,G (White-Yellow) Star,3724,G3,Vab,4.984879,0.882813,0.9435729345794392,5740,3.2793956630671297,2020-09-02 21:23:42
aa325494e4,WISE J004945,T (Brown dwarf) Star,6382,T7,V,17.231888,0.085938,0.14678953271028036,867,0.6048077717824074,2020-08-26 15:23:26
dfa7b21102,Guy,K (Yellow-Orange) Star,344,K1,V,6.170731,0.761719,0.8579101078360891,4952,2.839238462476852,2020-09-08 15:41:02
2abd34e652,Gliese 432 B,M (Red dwarf) Star,10120,M6,V,10.229218,0.265625,0.43457030625449317,2528,1.4582583158333333,2020-09-08 15:41:02
c7164f8f02,Eta Cassiopeiae,F (White) Star,5336,F9,V,4.675476,1.078125,1.0385741480948958,6006,3.208891716064815,2020-09-08 07:17:46
5a847e560f,Eta Cassiopeiae B,K (Yellow-Orange) Star,7654,K7,V,7.23317,0.566406,0.6599730611071172,4089,2.46139936875,2020-09-08 07:17:46
8796114672,Bodedi A,F (White) Star,374,F8,VI,4.65416,0.992188,0.9439086240115026,6193,3.3700720217129625,2020-09-08 15:17:34
9c8b069c6c,Bodedi B,K (Yellow-Orange) Star,374,K7,Va,7.06691,0.558594,0.733245837526959,4032,3.3415083348032404,2020-09-08 15:17:34
2b51f8d14a,LHS 3836 A,M (Red dwarf) Star,6432,M3,V,8.751266,0.382813,0.561309768511862,3126,2.591281524375,2020-09-06 08:37:52
649e845615,LHS 3836 B,M (Red dwarf) Star,6432,M5,Va,9.81514,0.289063,0.46102903810208484,2701,1.7498189938078703,2020-09-06 08:37:52
3c971e9bb2,Scori,M (Red dwarf) Star,1138,M1,Va,7.776566,0.484375,0.6966857800143782,3513,2.8587619569560183,2020-08-28 19:11:58
b574e1b14c,Den 0255-4700,L (Brown dwarf) Star,10230,L7,V,13.737457,0.058594,0.25189208339324226,1480,1.228893220914352,2020-08-30 17:42:11
1a65163317,LHS 253,White Dwarf (DA) Star,12811,null,VII,7.317337,0.285156,0.02139282099209202,22273,1.6559173939814815,2020-08-16 04:30:46
0b754dc99b,P Eridani A,K (Yellow-Orange) Star,10540,K2,V,6.309982,0.746094,0.8246459352983465,4875,3.963684370578704,2020-09-08 06:32:38
89f7477f89,P Eridani B,M (Red dwarf) Star,10540,M5,Va,9.68631,0.296875,0.48132320345075486,2723,1.6181067978703703,2020-09-07 15:54:35
7bc4c2c11c,Abrogo,K (Yellow-Orange) Star,5994,K9,Va,7.677261,0.523438,0.6275634335010783,3787,2.057570690428241,2020-08-05 15:38:28
681dd5c23c,Core Sys Sector ON-T b3-7,M (Red dwarf) Star,7638,M6,Va,9.997681,0.273438,0.47854608195542775,2542,2.90161377349537,2020-07-20 07:31:10
8019b72768,Lu Yupik A,K (Yellow-Orange) Star,894,K3,Va,5.96814,0.832031,0.9096069245147376,4662,5.265587679710649,2020-09-08 12:32:11
7e67e6c987,Lu Yupik B,M (Red dwarf) Star,894,M3,Va,8.764236,0.363281,0.5838622458662832,3057,2.3185066562268517,2020-09-08 00:48:08
a464c83686,LTT 3572,M (Red dwarf) Star,5212,M2,V,8.623947,0.394531,0.548034622573688,3258,2.240953709201389,2020-08-31 03:28:26
50117c5688,Puppis Sector DL-Y d142,M (Red dwarf) Star,784,M8,Va,10.775131,0.222656,0.4176940445722502,2275,1.646434125324074,2020-09-06 14:41:22
2552083886,LHS 2447 A,K (Yellow-Orange) Star,11444,K,V,7.87999,0.480469,0.6223754766355141,3628,2.668985431412037,2020-09-07 21:54:21
f72c17d814,LHS 2447 B,L (Brown dwarf) Star,11444,L5,V,12.87764,0.144531,0.3211669762760604,1599,1.1100806781249999,2020-09-07 21:54:22
e373d57e2e,LHS 2447 C,T (Brown dwarf) Star,11444,T4,V,16.009125,0.070313,0.18740843709561467,1018,0.6635109977199074,2020-09-07 21:54:22
14460d5b91,Lopu Maris,K (Yellow-Orange) Star,2080,K4,Vab,6.750473,0.59375,0.6904601581595974,4469,2.7573847682291666,2020-09-02 06:57:22
91c163c942,LHS 340,M (Red dwarf) Star,10432,M7,V,12.887421,0.253906,0.4157714680086269,2427,1.974935624074074,2020-09-03 11:09:46
4aef9b58c1,LHS 263,M (Red dwarf) Star,8000,M3,V,8.924683,0.351563,0.5348510366642704,3077,2.1854546614583334,2020-09-04 13:33:42
5ddebf0acf,LHS 273 A,M (Red dwarf) Star,9030,M5,V,9.67598,0.308594,0.4746703781452193,2747,1.749110376053241,2020-09-08 15:32:03
c770611f10,LHS 273 B,T (Brown dwarf) Star,9030,T1,V,15.096893,0.078125,0.1944274680086269,1233,0.7122561601851852,2020-09-08 15:32:04
fbd8ace56f,L 32-8,M (Red dwarf) Star,1012,M1,V,11.825119,0.441406,0.590087867721064,3501,2.142812580590278,2020-08-31 14:50:16
a86c101d0b,Mombaluma A,K (Yellow-Orange) Star,2094,K4,Vab,6.804535,0.582031,0.668090754852624,4487,2.795408971527778,2020-08-23 00:42:10
b062786daa,Mombaluma B,M (Red dwarf) Star,2094,M5,Va,9.682083,0.273438,0.46569823148813805,2771,1.4546634755671297,2020-08-23 00:42:10
62d3a9640d,Mombaluma C,M (Red dwarf) Star,2094,M4,Va,9.429657,0.308594,0.4785766326383896,2897,2.056231813611111,2020-08-23 00:42:10
5c958c0082,LHS 1446,White Dwarf (DAZ) Star,3852,null,VII,13.419006,1.332031,0.003570556434219986,13363,0.9216693818981481,2020-08-25 19:28:13
476b25076d,LHS 1446 3,Y (Brown dwarf) Star,3852,Y3,V,21.2173,0.015625,0.08129882386772107,474,0.29273698020833333,2020-08-25 19:28:13
3b992a825c,LHS 1446 4,Y (Brown dwarf) Star,3852,Y4,V,21.871796,0.015625,0.0690917900790798,416,0.42348689436342596,2020-08-25 19:28:13
259c9a2fac,LHS 1446 5,Y (Brown dwarf) Star,3852,Y3,V,21.862915,0.015625,0.08163451329978433,423,1.4224388285069445,2020-08-25 19:28:13
cc6428faa3,Minmar,M (Red dwarf) Star,9360,M5,V,10.337677,0.308594,0.4825438964773544,2747,1.6915746322916665,2020-08-24 17:06:05
e7b8c44e14,LP 467-16,M (Red dwarf) Star,12070,M8,V,11.058228,0.210938,0.38397214090582316,2222,1.4504025666435185,2020-08-14 13:57:58
701bdca6fb,LP 71-165 A,M (Red dwarf) Star,5998,M2,V,8.617737,0.390625,0.5717468296189792,3194,1.9021896580092592,2020-09-08 17:15:26
b528ca89f0,LP 71-165 B,M (Red dwarf) Star,5998,M9,VI,11.700455,0.179688,0.30859371387491014,2139,1.3097175343171297,2020-09-08 17:15:27
5be9bb3ed4,LP 71-165 C,T (Brown dwarf) Star,5998,T1,V,14.941025,0.089844,0.22201535585909418,1196,0.726033532488426,2020-09-08 17:15:27
726acd5123,LP 71-165 D,M (Red dwarf) Star,5998,M4,Va,8.909531,0.386719,0.5769957958303379,2974,2.2307404133449076,2020-09-08 17:15:27
8c753b6617,LP 71-165 E,M (Red dwarf) Star,5998,M8,Va,10.938766,0.230469,0.4039001351545651,2228,1.3902270687962963,2020-09-08 17:15:27
406b277b3e,Arangorii A,G (White-Yellow) Star,3630,G8,Vab,5.66713,0.808594,0.8111571646297627,5291,2.629434914976852,2020-09-06 11:00:19
eaf084d830,Arangorii B,M (Red dwarf) Star,3630,M1,Va,7.9944,0.519531,0.6269836146657082,3522,2.227195992175926,2020-09-06 11:00:19
68756a4cdb,Tiapalan A,K (Yellow-Orange) Star,7330,K4,V,7.071976,0.65625,0.776794363767074,4548,2.811637581400463,2020-09-06 23:39:23
f6f5eace96,Tiapalan ABC 3,Y (Brown dwarf) Star,7330,Y2,V,21.04805,0.019531,0.08425902516175414,507,1.0724120847916665,2020-09-06 23:39:23
4573972bc4,Tiapalan ABC 4,Y (Brown dwarf) Star,7330,Y5,V,23.158951,0.011719,0.06777953702372394,325,1.7990844350231483,2020-09-06 23:39:23
c747edbd64,Tiapalan ABC 6,Y (Brown dwarf) Star,7330,Y2,V,20.840012,0.019531,0.08065795542774983,520,0.7581260162847223,2020-09-06 23:39:23
04d419f6d0,Tiapalan B,M (Red dwarf) Star,7330,M3,Va,8.976532,0.394531,0.5189208799424874,3088,1.8290422050925925,2020-09-06 23:39:23
1518ef8a88,Tiapalan C,M (Red dwarf) Star,7330,M5,Va,9.44989,0.316406,0.5354919108554996,2726,2.28724050625,2020-09-06 23:39:23
990d4fa30c,LP 336-6,M (Red dwarf) Star,8914,M5,V,9.511948,0.3125,0.4795226455787203,2839,2.012107468159722,2020-09-07 21:14:23
ebb5eef697,Gliese 747 B,M (Red dwarf) Star,12256,M9,V,11.167435,0.207031,0.3856201063982746,2162,1.1304428021759259,2020-09-07 21:18:13
e2b2819014,LHS 2149,M (Red dwarf) Star,11074,M7,V,11.897278,0.265625,0.431488,2476,2.2168137639699075,2020-09-03 12:02:55
d5cf60a398,L 32-9,M (Red dwarf) Star,11198,M8,V,10.684219,0.226563,0.38711547951114306,2269,1.708307526597222,2020-08-08 20:27:39
35ed3c1568,Pwyll A,M (Red dwarf) Star,7222,M2,V,9.509216,0.398438,0.5686950740474479,3311,3.322917098946759,2020-09-08 06:29:36
cc385ba7a2,Pwyll B,L (Brown dwarf) Star,7222,L4,V,12.780807,0.160156,0.3100890869877786,1664,1.5415197353125,2020-09-07 23:30:59
6704b4fb5c,Pwyll C,T (Brown dwarf) Star,7222,T1,V,15.223602,0.070313,0.19363400143781453,1200,0.6996278016203704,2020-09-07 23:30:59
ecaff87753,V857 Centauri,M (Red dwarf) Star,2838,M1,V,11.590851,0.421875,0.5780333687994249,3426,2.719702672303241,2020-09-07 21:46:58
77334d0506,Donner,Y (Brown dwarf) Star,7154,Y4,V,22.076996,0.035156,0.07125853630481668,407,0.30535382546296297,2020-08-26 22:49:30
2037824b89,LHS 2157 A,M (Red dwarf) Star,9466,M7,V,11.243073,0.265625,0.43688962760603883,2491,1.2781516238310184,2020-09-08 13:43:24
a18a76eed6,LHS 2157 B,M (Red dwarf) Star,9466,M8,Va,10.982208,0.207031,0.37344356578001436,2294,1.5642564157523147,2020-09-08 13:43:24
83dc76d5bc,LHS 1731,M (Red dwarf) Star,10646,M7,V,12.000336,0.238281,0.40954589216391085,2389,1.535889988414352,2020-08-28 21:24:37
fd1347cac5,LHS 222,M (Red dwarf) Star,9756,M6,V,11.395966,0.285156,0.4665526843997124,2595,1.7207782260185185,2020-09-08 16:35:57
8f4680751d,Gliese 257 B,M (Red dwarf) Star,12258,M9,V,11.172684,0.210938,0.3821105506829619,2169,1.5756158667824072,2020-09-08 16:36:01
6d92b10d47,Core Sys Sector ON-T b3-3 A,M (Red dwarf) Star,8542,M6,Va,10.479156,0.246094,0.379211410496046,2556,3.0599288217245375,2020-09-07 21:38:45
96b81b43c6,Core Sys Sector ON-T b3-3 B,L (Brown dwarf) Star,8542,L4,V,12.594727,0.15625,0.336608851186197,1667,1.1943530177083335,2020-09-06 16:15:57
cb46d98bfd,Sosolingati,F (White) Star,628,F7,Vb,4.293945,1.179688,1.0664367390366642,6330,3.6646758779398145,2020-08-31 12:57:20
197e925bfc,Trepin,G (White-Yellow) Star,7288,G2,V,5.177216,0.960938,0.9874877009345795,5787,3.058896444699074,2020-09-07 21:38:25
c2065d40dd,Gliese 442 B,M (Red dwarf) Star,3866,M2,V,8.546158,0.414063,0.567077636232926,3260,2.7031184066319445,2020-09-07 21:38:25
b63867caaf,Core Sys Sector YU-P a5-2,Y (Brown dwarf) Star,12636,Y2,V,20.741135,0.019531,0.09176635514018691,536,0.388342031400463,2020-08-16 05:01:39
c02b1696f4,LFT 215 A,M (Red dwarf) Star,10282,M6,V,10.179626,0.265625,0.4491882099209202,2515,1.4491308680671295,2020-09-06 21:13:21
a6e37fd487,LFT 215 B,L (Brown dwarf) Star,10282,L9,V,14.688309,0.089844,0.20568845434938893,1317,0.7399675411342592,2020-09-06 21:13:20
d2b49c2cfd,LFT 215 C,T (Brown dwarf) Star,10282,T2,V,15.125778,0.089844,0.21343993098490294,1169,0.8600922760995371,2020-09-06 21:13:24
1477f3c4a4,DP Draconis A,M (Red dwarf) Star,9068,M5,V,11.010315,0.304688,0.47595212652767793,2791,1.7253876516550923,2020-09-08 16:14:45
3d4093998a,DP Draconis B,L (Brown dwarf) Star,9068,L4,V,12.888,0.132813,0.2912902487419123,1675,1.3817439473958333,2020-09-08 01:33:43
52e4f629ef,LHS 417,M (Red dwarf) Star,836,M1,V,10.843521,0.449219,0.6145324629762761,3477,2.2894496272800926,2020-09-06 20:54:41
d22813a2f9,LP 245-10,M (Red dwarf) Star,10064,M6,V,10.205688,0.269531,0.4370116923076923,2534,1.387907041087963,2020-09-05 00:53:04
34108add95,LHS 3799 A,M (Red dwarf) Star,9406,M5,V,9.823792,0.285156,0.4562072293314162,2708,1.6033890040162038,2020-09-08 15:50:21
673f9d786a,LHS 3799 B,L (Brown dwarf) Star,9406,L5,V,12.942001,0.148438,0.30526730122214235,1616,0.8747708899305555,2020-09-08 00:59:58
4510e3372f,Ross 1015,M (Red dwarf) Star,6752,M3,V,12.303864,0.375,0.5421447361610352,3056,2.1102361662615743,2020-08-28 20:43:56
760c1cdee4,Ross 52,M (Red dwarf) Star,11290,M8,V,11.610901,0.214844,0.37896728109273903,2260,1.386286532048611,2020-09-08 12:44:36
b844be0b26,Ross 52 B,M (Red dwarf) Star,10318,M7,V,10.321548,0.265625,0.4347228756290438,2474,1.8333949845254631,2020-09-08 12:44:36
e1f223ab29,Kushen,L (Brown dwarf) Star,324,L5,V,13.206192,0.117188,0.2618102890007189,1642,1.4704491970138889,2020-09-03 01:49:10
27b1490e17,61 Cygni,K (Yellow-Orange) Star,4544,K7,V,7.55278,0.554688,0.7063903148813803,4042,2.6036362435069442,2020-09-07 17:44:13
6958e09ce1,61 Cygni B,K (Yellow-Orange) Star,2310,K,V,8.393524,0.484375,0.6497496707404745,3677,2.6609512963194444,2020-09-07 17:44:13
72276f3146,Colanja A,F (White) Star,1562,F5,VI,4.15036,1.195313,1.012115416247304,6716,4.475524309652778,2020-09-08 00:04:23
aea84dd446,Colanja B,K (Yellow-Orange) Star,1562,K2,Va,5.888016,0.777344,0.8553771617541337,4897,3.5672715473148147,2020-09-08 00:04:51
1227908169,Colanja C,K (Yellow-Orange) Star,1562,K9,Va,7.370346,0.570313,0.7011718073328541,3845,3.462632858912037,2020-09-08 00:04:51
27e3f33dd3,Colanja D,M (Red dwarf) Star,1562,M5,Va,9.716553,0.273438,0.46069330265995684,2764,1.7669690007175924,2020-09-08 00:04:51
4312732bb2,GL Virginis A,M (Red dwarf) Star,8950,M5,V,9.564163,0.320313,0.4873962099209202,2782,1.7693020549884257,2020-09-08 01:03:03
7990672909,GL Virginis B,T (Brown dwarf) Star,8950,T0,V,14.821167,0.089844,0.20806883105679366,1270,0.8629346220486112,2020-09-08 01:03:08
bec5e9ad1e,LHS 215,M (Red dwarf) Star,6206,M6,V,10.732498,0.265625,0.44451901653486703,2515,1.6776623382638889,2020-09-02 04:25:53
9f2991321d,LHS 235,White Dwarf (DAZ) Star,12960,null,VII,7.605423,0.304688,0.01528930553558591,24638,0.9541926590856481,2020-09-07 19:25:33
